#Generation 1: F, G, CV
4.978619924775147809e-01 2.992435517670257283e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.441790395370919908e-01 2.553713085682820516e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.474217042017612944e-01 3.579406276222646177e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.392555973137142411e-01 2.277218583197352597e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.488377103122890510e-01 2.211584630562581921e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.616997195058910153e-01 2.506413179050792639e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.250423871267224346e-02 5.131992614193424451e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.017701095133053193e-02 5.497788617319264937e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.743223579020345942e-02 4.700850754479209748e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.828468575049414291e-01 3.441813262263353490e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.012571433722256456e-03 5.806031899631684645e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.386636873368653794e-02 4.587564016348382623e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.266911398889538964e-02 3.674323255913277020e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.269210200641159858e-01 2.983475883363135406e+00 0.000000000000000000e+00 0.000000000000000000e+00
#Generation 2: F, G, CV
4.978619924775147809e-01 2.992435517670257283e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.474217042017612944e-01 3.579406276222646177e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.392555973137142411e-01 2.277218583197352597e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.488377103122890510e-01 2.211584630562581921e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.017701095133053193e-02 5.497788617319264937e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.828468575049414291e-01 3.441813262263353490e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.386636873368653794e-02 4.587564016348382623e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.266911398889538964e-02 3.674323255913277020e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.269210200641159858e-01 2.983475883363135406e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.730605387118999028e-01 3.355567361393059667e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.888822557929868196e-01 3.430252458300095952e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.250423871267224346e-02 5.119701983507151333e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.441790395370919908e-01 2.476814297197732717e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.500855203099105806e-01 2.028443500347428152e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.318412121655893054e-01 2.823946181349217710e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.314041462903550062e-01 3.400859174041713562e+00 0.000000000000000000e+00 0.000000000000000000e+00
