#Generation 7: F, G, CV
9.997839656503647587e-01 2.082799985048585864e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.098390806891399426e-07 1.749096729777069426e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.769743858125160286e-07 1.648290239446372762e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.068864954967472749e-06 1.011540201553900342e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.193661766184803130e-02 9.107315167318787985e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.236529945932708152e-03 9.979705405693956033e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.863721526325726852e-02 7.094694861984496281e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.086136399054277391e-01 2.922051513601680028e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.902578863826697775e-02 8.527231456063598669e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.929678082520543181e-01 4.620692031576374426e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.339737961227888685e-01 6.386599313118109800e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.610439623907274242e-01 2.223232716822255706e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.250463651798534692e-01 4.378955228980477843e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.401402211797272201e-01 1.422881854080276787e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.980894057048314560e-02 6.878650578600031817e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.294648984853778106e-01 2.781657220428592203e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.904311757808707206e-01 5.825004290524225803e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.367980223030275666e-02 7.553090868746994424e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.083305509201291095e-01 2.285299621859386010e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.783474407231100178e-02 7.292860893412468348e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.244417487556660207e-01 6.539589100780647257e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.188639750593893485e-01 1.025128383182868086e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.587396497887505253e-01 1.323769340260832761e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.746747738140406625e-01 1.707404032082511861e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.649811176584552563e-02 8.157508915459343868e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.783929249640829440e-01 6.601233073256246309e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.897714140801953775e-01 1.732975585158965659e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.039700875371949773e-02 8.806117801557568070e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.197001690284764663e-01 2.167947283406833903e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.163523198448104534e-01 6.656420025225743275e-01 0.000000000000000000e+00 0.000000000000000000e+00
