-5.019639411510298999e+01 1.031858408709396144e+02 -3.490007143119539634e+00 4.966690477065130449e-01 1.894601763719907073e+00 -1.127921067055935289e+01 -2.483998999730294699e-01 -1.915543616855808207e-01
-4.078188594321101164e+02 6.980319535316306201e+01 -2.330501510593642855e+00 1.101671701978809287e-01 -3.684962216829581472e+00 1.039422923065520310e+00 1.640504614368432090e-02 -1.099915954235952675e-01
-6.189247526567371693e+01 1.238293696404065969e+02 -1.209055925804761511e+00 -2.636480247317462000e-01 -2.144998892024748915e+00 -9.190581417552632360e-01 6.397622648035754533e-01 -1.862661202994106979e+00
-8.699049181439596623e+02 1.899158660297021015e+02 -6.105230582962070329e+00 1.368410194320690110e+00 -1.659038454726188050e+00 -6.787153673509694229e+00 8.437129470801577602e-01 -4.138406254392548167e-01
-1.416761815630115507e+03 2.010544555835722917e+02 -7.982487889188009333e+00 1.994162629729336444e+00 -1.378480104153259944e+00 -9.225527680881489445e+00 -1.365800923472278994e-01 -7.906890799663828240e-01
-5.683769932189118208e+02 1.266431816756233957e+02 -5.583959650588409929e+00 1.194653216862803236e+00 -9.962445707622693547e-01 -7.591470509063871219e+00 -4.569063262473492815e-01 -6.510080087998248999e-01
-9.579487121658111164e+02 1.883886122561055458e+02 -3.640925366038215039e+00 5.469751220127383462e-01 -4.520113426203724138e+00 1.399301486369233238e+00 -2.570494111022493255e-01 -1.471061027932790033e+00
-1.116513441519149865e+03 1.561703795865898030e+02 -4.023138820192885490e+00 6.743796067309618669e-01 -4.609212222887970611e+00 1.195285625583055289e+00 -3.660445603070226483e-01 -8.092512980811921164e-01
-3.430167440861614381e+01 7.574013571168312353e+01 -3.110081158793530420e+00 3.700270529311769363e-01 1.006247586001048244e+00 -9.122576330795627797e+00 -1.709074902110673255e-01 8.042881294756827337e-01
-2.925011054733720783e+01 1.411587447484690756e+02 -2.706645121196163295e+00 2.355483737320544224e-01 9.228029923312233151e-01 -8.552251105858609037e+00 -4.496641521399021846e-01 -1.275928073429731580e+00
-6.906828986720476848e+01 8.895529040769208962e+01 -3.264012119355786723e+00 4.213373731185954263e-01 -2.048288589196540777e-01 -6.854354401516477679e+00 -2.809506607895853048e-01 -8.368198780356326250e-01
-4.082887005073739601e+02 1.372014428393542573e+02 -5.237672116360158725e+00 1.079224038786719797e+00 -5.743241372440821557e-01 -8.089023841871995302e+00 -3.269430400367101530e-01 -8.577480804392054736e-01
-3.428129304134988615e+02 1.316913210517427331e+02 -3.766246831958910413e+00 5.887489439863035079e-01 -1.710948212459890705e+00 -4.344350407039129003e+00 2.345927255938556888e-02 -1.012314989321052572e+00
-1.640652306858667316e+03 2.461153795239602573e+02 -7.922375616871981663e+00 1.974125205623993962e+00 -2.074514450105301222e+00 -7.773346716661379219e+00 3.365726526662471407e-02 -8.611589933542420638e-01
-4.148331957356593591e+01 3.497596850355977693e+01 -1.498067426158657067e+00 -1.673108579471143109e-01 -1.281910982042832270e+00 -2.934245462072992527e+00 -5.873900616390759222e-01 2.906419397326116538e-01
-1.194168468102503994e+03 1.679344377387112672e+02 -7.863703833594414050e+00 1.954567944531470980e+00 -8.952093042076176843e-01 -1.007328522517917690e+01 -1.394680345904735219e-01 -1.335370163584759240e-02
-1.297546280594471000e+02 1.644234827952630837e+02 -5.655127864829394113e+00 1.218375954943131223e+00 2.000729604244384507e+00 -1.365658707331816224e+01 -1.453507904026785091e-02 -1.395958827034312399e+00
-6.562480061799420810e+02 1.996779544105359605e+02 -4.897469702350027099e+00 9.658232341166756996e-01 -2.161031593553437880e+00 -4.575406515243151340e+00 -6.007554911221724137e-02 -1.430804836458489326e+00
-1.565768672747406299e+03 1.106047202644345901e+02 -5.236228070307902271e+00 1.078742690102634016e+00 -4.652709692499293226e+00 6.919131469068506846e-02 -5.671255840769084955e-02 5.077984812763328692e-01
-1.452898889195694210e+03 1.985444850931417307e+02 -8.318554194287795411e+00 2.106184731429264989e+00 -1.142740891311023077e+00 -1.003307241166574926e+01 -5.737672984995640935e-01 -4.497383962764354148e-01
-8.022433477812346609e+02 1.580195108367468322e+02 -3.196500612366570238e+00 3.988335374555234680e-01 -4.372436577822853998e+00 1.548372543279136870e+00 1.410288998715739650e-01 -1.247905578922415604e+00
-3.699072908487875111e+01 9.132797049358842401e+01 -3.478241575208111058e+00 4.927471917360370934e-01 1.255971741531789254e+00 -9.990185058271690011e+00 -4.760316572676315250e-02 -1.512615853848755521e-01
-9.965442520956468115e+02 1.053850713312596810e+02 -4.324773132804779152e+00 7.749243776015930507e-01 -3.925095227474752591e+00 -4.745826778552739711e-01 -1.363344918324719268e-01 -1.896448202262082106e-01
-6.350875926177959485e+01 1.723002045984065376e+02 -4.508198710725861424e+00 8.360662369086205858e-01 2.859949390363623056e+00 -1.422809749145310754e+01 4.808248190860303639e-01 -1.449317563424350475e+00
-5.121308930435892393e+01 1.651174857532939768e+02 -2.663497203562179116e+00 2.211657345207263814e-01 1.657273477602984046e+00 -9.978044158768145877e+00 3.354878296797775272e-01 -1.307441240114459280e+00
-9.555161357901186037e+00 1.399057678586994200e+02 -2.259260715026544908e+00 8.642023834218164058e-02 -1.137122119299807110e-01 -6.031836291166584374e+00 7.537785868541237999e-01 -2.059164312719152790e+00
-1.486075258042742746e+02 1.210207190254196519e+02 -1.398713664765241393e+00 -2.004287784115862114e-01 -2.984213359460483606e+00 5.697130541557259287e-01 9.836886728861108375e-01 -1.073975708424236064e+00
-6.422114350134149845e+02 1.870520676123040289e+02 -5.428725989166202304e+00 1.142908663055400842e+00 -1.527708972812400035e+00 -6.373308043541403123e+00 -2.706448623025935474e-01 -1.173990118853257769e+00
-8.470964115065261524e+01 4.175321303293058861e+01 -1.458859788713628980e+00 -1.803800704287903400e-01 9.439235392531263313e-01 -7.346706867219881865e+00 -6.065919581913229441e-01 3.206391075328858253e-01
-1.220319877828468407e+03 1.547666213928418983e+02 -4.290708565747602954e+00 7.635695219158676883e-01 -4.654536891150510947e+00 1.018365216553418495e+00 2.377981396964101712e-01 -3.533228817117881615e-01
-3.020109305940738409e+01 6.118858424900332693e+01 -2.232627431920318983e+00 7.754247730677299444e-02 1.010659190311321787e+00 -8.253945812542962557e+00 2.578044641255362590e-01 6.093650025963659456e-01
-1.416022489341608832e+02 1.931825398623896604e+02 -5.491188201926951784e+00 1.163729400642317335e+00 1.947227982786581713e+00 -1.338564416750011610e+01 -6.993483059567424664e-01 -1.365965460068073511e+00
