#Generation 1: X
2.092469411762090115e-01 7.333266417929661385e-01 1.531259985558616477e-01 7.629607630737575974e-01 6.399060962758009417e-03 9.763969708989814755e-01 3.354337625606914619e-01 6.257654931957097322e-01 2.228914781113397470e-01 2.881863505757076283e-01 5.665036986530258556e-03 9.275132814117472702e-01 1.946002112531434181e-01 3.361762033712277775e-01 2.623003518813560309e-01 6.136519050366409100e-01 1.216391322285819143e-01 1.460201594537843262e-01 5.401904358105639181e-01 5.587837576916587778e-01 7.917114996201870536e-01 4.534025179533914818e-01 4.507985220571958385e-01 4.636736632211140297e-01 1.553107301459013545e-01 5.091649772738141566e-01 9.904244444646594925e-01 6.777332417993410241e-01 4.915024468485718750e-02 6.422222187013884032e-01
5.643905137392484228e-01 5.338529700523061416e-01 6.725486872568098295e-01 8.754774832504920168e-01 4.963982183688170347e-02 2.549605777927357320e-01 5.005396477511855347e-01 8.209706335135505961e-01 7.080951846045882014e-01 5.500181707320868085e-01 4.833309589221197466e-01 6.203671230640432910e-01 3.938843828843849315e-01 4.146852764684307024e-02 7.138304157905396574e-02 4.093161544316356037e-01 8.677073451385050040e-01 6.540644819812780897e-01 5.713755673541242031e-01 9.774935219388299901e-01 8.453186004104246143e-01 9.459330424041227925e-01 7.265914470297843430e-02 3.975708410483174138e-01 8.850169147455652086e-01 1.536171382332340574e-01 2.416121203248258187e-01 3.513104533782073213e-01 7.601358138079671312e-01 8.375108393261990747e-01
5.736737732371570697e-01 3.326811943593253884e-02 7.791569473658818135e-01 5.971428751629129783e-01 6.260248382752692242e-01 3.817108354339077136e-01 3.080311721187562468e-01 1.982148703754516017e-01 5.266121665551647402e-01 9.793912105318915984e-01 6.474440807435480338e-02 6.912997869326269473e-01 3.282580475992185123e-03 9.002399704571155681e-01 1.518270068874191248e-01 7.171697276057693582e-01 8.250726014382572249e-01 3.459110825224304131e-01 4.853151933500943205e-01 5.160148282246526108e-01 1.320777856652543270e-01 9.788853881505399368e-01 6.704744270171296705e-01 1.055641956200666226e-01 3.214927517552203518e-01 4.703370054804679734e-01 9.815713453619193674e-01 1.630967934255623808e-01 5.473838959714606434e-01 1.010690476513094599e-01
3.495030180537779252e-01 3.234965839044407487e-01 5.984291376948255303e-01 3.800667628917163698e-01 8.683218150910921862e-01 6.547697483669807639e-01 4.897311522435167097e-01 1.395698943684552107e-01 5.121106538495563409e-01 7.302810843928573270e-01 1.142534656625237288e-01 2.710261233065944242e-01 2.025753210237555002e-01 3.405720650960272766e-01 7.441550923966099296e-01 5.042974946090152816e-02 1.345125823430742273e-01 8.129405134295747404e-02 4.124620218560122731e-01 9.609397469463718533e-01 5.360036540766818236e-01 5.799487110372987253e-01 8.262552379547581927e-01 8.316878434478798265e-01 7.689981940364752910e-01 4.848160036264708705e-01 2.325556469708551510e-01 2.398635249492193922e-01 3.191371876478135139e-01 5.215091090889579784e-01
4.865501939745014437e-01 8.021752664976058433e-01 6.821964669350653043e-01 4.354805648514114003e-01 6.540837319905529190e-01 2.695753239646377364e-01 3.876617434725862510e-01 4.849301159239118864e-01 1.109434655352840859e-01 9.822365554298764789e-02 3.593051008945154501e-01 8.694976023369292983e-01 5.362406898403693223e-01 6.764040021041052564e-02 8.682299617140334380e-01 1.515155620711157169e-01 9.019410478802062370e-01 3.366293535762752281e-02 6.519318372863771582e-01 2.401498048622975334e-01 4.310589770240690899e-01 8.667878753239758316e-01 4.446773601703581380e-01 5.185993199254959052e-01 8.136720540125038648e-01 4.023564231360008403e-01 9.194025074009178899e-01 3.173583697482047494e-01 9.553453300201424359e-01 5.021710654305017174e-01
2.679154506753073650e-01 1.955084771795489451e-01 4.957580523123031879e-01 3.365100979268723091e-01 5.162501734152857846e-01 1.653750692381431020e-01 1.629873511679560405e-01 9.443639406266005620e-01 4.797411696216197230e-01 6.853586867407941430e-01 1.371028916089009064e-01 6.814011214071246103e-01 9.835639082586032922e-01 5.604416095581147284e-01 8.976972446666353633e-01 5.919977521337819182e-01 6.610705059736966538e-01 5.598956869825597593e-01 8.776046460176911701e-01 5.088408800381620800e-01 7.892996028472936132e-01 5.109984021532945064e-01 6.696823536657616760e-01 8.951368581880636555e-01 1.033065407135870251e-01 1.343694824801008880e-01 2.229413783723284137e-01 7.470097238259737482e-01 4.076491013732813640e-01 8.648473584080903498e-01
8.641061719649304473e-01 2.395519625306518907e-01 4.090284423944326453e-02 6.215975536450930594e-01 3.697707016514904105e-02 6.630046296174231246e-01 1.090482168113641320e-01 6.830620045444472099e-01 4.905989125238025550e-01 9.521248551710030927e-01 4.973308747957219111e-01 8.994950830391491570e-01 2.262557594224444690e-01 8.233072583922651511e-01 7.238170418958967955e-01 2.573618610227990655e-01 7.406576238436550774e-01 9.083883521106005388e-01 2.809942176289543792e-01 1.099689129246604613e-01 5.443089284335187461e-01 8.402038796272790488e-01 5.350357026795475868e-01 3.665048853842917120e-01 6.972741500485397648e-01 1.947247667720891084e-01 5.312836738096398115e-01 5.136017626315725337e-01 7.043511697526657622e-01 5.872287157672767544e-01
5.475670086616798438e-01 6.941516538391404589e-01 3.501967224031816706e-01 5.886070128944351221e-02 6.306685681625698869e-01 2.930073873335119483e-01 5.347023476001221826e-02 1.758761675838248495e-01 4.665773592302945860e-01 5.065402434751274940e-01 5.996542893926090079e-01 1.405439455461744702e-01 6.258026074482349044e-01 5.383303567290262936e-01 9.060639785197264207e-01 4.896109703106554800e-01 6.199024289463331977e-02 9.901658910482906695e-01 7.432993783541868016e-01 4.214244676307410398e-01 1.267389961562464251e-01 2.997272127483616155e-01 7.345567194899412788e-01 6.761806866273897265e-01 9.101934420307107310e-01 6.491890926965523390e-01 5.568509997706576342e-03 4.459615023144467560e-01 5.965754098011764039e-01 6.843121939323030256e-01
9.553205292713487506e-02 9.749194106353687994e-01 9.854892400383371553e-01 5.120187809818949054e-01 6.730293653114213237e-01 7.059520870911781820e-01 7.709519746138709939e-01 2.090539806803900502e-01 2.940171876896373049e-01 8.518016265088955707e-01 3.166909645993837286e-01 1.124512885286495373e-01 5.196232989778351019e-01 3.647884907986382874e-01 5.340614241373290438e-01 9.248521376416053430e-01 2.633673217881286055e-01 1.022003729612179362e-01 6.418136389957783683e-01 6.547036166224715625e-01 8.372752122917301865e-01 1.297552398141165186e-01 3.789910038987499563e-01 6.005035088935203325e-01 7.874327992729474035e-01 6.961701989952399083e-01 7.725407976156405399e-01 8.643240759622998481e-02 6.316277144838639002e-01 8.104984406753608095e-01
1.154828355828180914e-01 6.215236910612614851e-01 9.875069289153643945e-03 2.940849225730347016e-01 1.752661989145565258e-01 3.237563406742289818e-01 4.360826433585318074e-01 6.996653848656564367e-02 5.009516861136631416e-01 8.439224268664333728e-01 6.868560240562731067e-01 6.072228043908419748e-01 8.455721137336567050e-01 7.505408640036312917e-01 7.642414876680622138e-01 5.311189334857976396e-01 6.402556139975703609e-01 3.903113288420060334e-01 1.267323575780969491e-01 6.772813871575710243e-01 9.437045830928590950e-01 8.865649758484080989e-01 1.955299555715689641e-01 3.516983983525284185e-01 8.991699514291382478e-01 3.363113196931329374e-01 1.383118291304421543e-01 9.823998699995398765e-01 9.998914769061626462e-01 3.490457537180746694e-02
