-3.520527801503329357e+01 1.473384734355023227e+02 -2.843807123334169518e+00 2.812690411113898947e-01 -1.133469543339438168e-02 -6.821137732467381198e+00 -1.484850516002318432e-01 -1.378684703649471821e+00
-1.540238927029684248e+02 1.392569895417412340e+02 -4.539015096962067730e+00 8.463383656540225397e-01 4.186492392260738882e-01 -9.376313575414215506e+00 -7.493498969570022705e-01 -8.508279449201225919e-01
-1.401039850753972360e+03 2.078997416377782201e+02 -6.473153877654418409e+00 1.491051292551472729e+00 -2.970828829577436547e+00 -4.531496218499545314e+00 -7.146817315899289813e-02 -1.976274859788750948e+00
-3.114720274096774233e+02 1.331279740013310970e+02 -5.326263410409308285e+00 1.108754470136436021e+00 -6.975709853906053581e-03 -9.312311990701495290e+00 -1.363998030206923229e-01 -8.320711508093596720e-01
-3.509528348571291758e+02 1.891234633201223687e+02 -5.072908447062637549e+00 1.024302815687545776e+00 -3.805688912280729141e-01 -8.311770664606491721e+00 1.030004971065509034e-01 -1.277506788155241768e+00
-7.288936528847787031e+02 1.290659864341149898e+02 -3.069797110258565276e+00 3.565990367528550364e-01 -4.313580986491648339e+00 1.557364862724732069e+00 -1.410234505569715191e-01 -1.741193527819784315e+00
-7.129034840304144609e+02 1.737435619440564665e+02 -7.160872054055424485e+00 1.720290684685141569e+00 1.095834779491755562e-01 -1.138003900995377649e+01 -9.570483260309804452e-01 -2.803955600614513877e-01
-1.478897532951144740e+02 8.370920528914699332e+01 -1.888242183971068133e+00 -3.725260534297725190e-02 -2.335927223616369286e+00 -1.216387736738330005e+00 -9.741534059159717707e-02 -7.968979258157082857e-01
-8.467581196639995369e+02 1.425984224270845004e+02 -5.426254736333419260e+00 1.142084912111139827e+00 -2.336209654201210739e+00 -4.753835427930997781e+00 2.496548961000293332e-01 -8.547586729779594883e-01
-1.300343208342304251e+03 1.417094257130289066e+02 -6.408077591379083060e+00 1.469359197126361094e+00 -2.701371053146144785e+00 -5.005335485086793490e+00 -7.726568783608861457e-01 7.906878983854948029e-01
-5.075753495772875681e+02 1.821579388746384893e+02 -5.212905312667418301e+00 1.070968437555806174e+00 -1.148450028593073213e+00 -6.916005255481271874e+00 1.036805113374211995e+00 -1.678728811482304017e+00
-5.054932707351888865e+01 1.153528761713023556e+02 -3.835707364252246343e+00 6.119024547507488920e-01 2.048019034697136309e+00 -1.193174543364651896e+01 2.801618054429798610e-01 7.166623406665448837e-01
-1.597045030371209506e+01 1.056719634438923237e+02 -2.166888518290433385e+00 5.562950609681113073e-02 3.447565094942023345e-01 -6.856401537278838276e+00 -4.078145115970004397e-01 -1.028199160950605151e+00
-4.053192623639080807e+02 6.122168615530544145e+01 -2.441119460388951001e+00 1.470398201296503615e-01 -3.449524918693852360e+00 4.579303769987532746e-01 2.344216649630181948e-02 5.580057625850121106e-02
-9.359481704384833165e+02 2.027919444684516179e+02 -3.170455433650757548e+00 3.901518112169191643e-01 -4.885248241622249132e+00 2.600041049593740716e+00 6.592884599651800404e-01 -1.254552727867601192e+00
