#Generation 27: X
9.346326569502161341e-01 1.069460476063184728e+00 1.000010035895316118e+00 5.794432252211812926e-06 1.000048773567504767e+00 1.142362262979599533e-03
4.980499657636107358e+00 1.004352458657324920e+00 4.999658959496789734e+00 8.202198344390746560e-05 4.999984985945188143e+00 8.763866801977016063e-02
4.993173975481292715e+00 1.003027542461549348e+00 4.994229057444114162e+00 9.267936953115114666e-06 1.000050890973627871e+00 9.249006682570670712e-04
4.982844746877096220e+00 1.002886941651424557e+00 3.264908603695773515e+00 8.275397948205838808e-04 4.998681508442500032e+00 1.849027497088633759e-02
4.992850406048376932e+00 1.001292590267609750e+00 3.835133540100054361e+00 1.071571076067894500e-06 4.999438036580745148e+00 7.702270462435994655e-03
4.984991055910581892e+00 1.005611972159499823e+00 3.549322248381359568e+00 4.186549007307171653e-05 4.999935820259755914e+00 5.975435317002973645e-02
3.393099485096584544e-03 2.000930048232784753e+00 1.001342248433101378e+00 2.750290524260580547e-05 1.002990585052979000e+00 1.030213787360918731e+00
4.992306059959505937e+00 1.004106922106216437e+00 3.023663424681257705e+00 2.080753439312231306e-04 1.000101620362370047e+00 1.718631941624375672e-02
4.993786990654601965e+00 1.003547984199121279e+00 1.609391109512797735e+00 1.023333237607756057e-04 1.000033258850743456e+00 1.756066354605416782e-03
3.754298925671304462e-03 2.003242084393792588e+00 1.708395218933481674e+00 2.903398658122637008e-05 1.004352743121515346e+00 1.613923469087069851e+00
1.133787348682702145e-02 1.994829064395729601e+00 3.005566213786123431e+00 3.711445099585345976e-05 1.000059714146556811e+00 2.204112769124803306e-01
4.992482694515008035e+00 1.005841135544927711e+00 3.411945590888841640e+00 1.451995759593881777e-05 1.000002732162662111e+00 2.651721469659033825e-02
1.564994768278613613e-01 1.852965560337222373e+00 1.000015332873894547e+00 2.581310852480636799e-05 1.000001342264275728e+00 1.839861076955800166e-04
4.996864526999766909e+00 1.001512461363051720e+00 2.135210422624997939e+00 1.973417805852691856e-05 1.000000094420848251e+00 6.396296910385346202e-05
4.980499657636107358e+00 1.002118012558847138e+00 4.834901785554407638e+00 4.175595589043007205e-05 4.999938943744439257e+00 6.144220257244359384e-02
2.509579678209711284e-01 1.764216235587074966e+00 1.001084520505114428e+00 1.088214242217100543e-04 1.000070951437358246e+00 1.934779448355158221e-02
3.089329541099029575e-01 1.703087900453141179e+00 1.000027495657576093e+00 1.621106415393634874e-05 1.000025374171148007e+00 8.558848130208856694e-03
4.991240589942353978e+00 9.981836634679500664e-01 1.069330132090508201e+00 1.100936490424525322e-04 1.000001587526132552e+00 5.889794427481317984e-03
3.677176865251943327e-03 2.003245196172683151e+00 2.351543678229183421e+00 1.414753930062056123e-06 1.000010057623192061e+00 1.601925037752083725e+00
4.996342790228196051e+00 1.001601549227379540e+00 2.625376205319695178e+00 3.261981433042362988e-05 1.000005319811460014e+00 5.104111336061108780e-05
4.987826894735648331e+00 1.004289176811775874e+00 4.366143591595220030e+00 1.879503210667303103e-06 4.999905734223330178e+00 4.107609985793497093e-03
4.668230823533267682e+00 8.923090714293681058e-01 1.000010098587959195e+00 1.149752562009299004e-06 1.000004402005251203e+00 3.207902930809009619e-04
4.988632446917979024e+00 1.009073673929337778e+00 3.677242710368640921e+00 7.727786859413287007e-05 1.000000751246834962e+00 2.486162601806320843e-02
4.989051577433960993e+00 1.004036889725218318e+00 4.532718583709367088e+00 3.897013845656568541e-07 1.000120463979739194e+00 6.359950368505774138e-03
3.515281032259524787e-03 1.998125837035562569e+00 2.896609806574225843e+00 1.159072714851428789e-04 1.008188841976418004e+00 1.708127164235674345e+00
4.433212550229203686e+00 8.226512922599618083e-01 1.000279907747886998e+00 1.090615095452569046e-04 1.000005736014879076e+00 3.239930474628800478e-05
4.992977139509712003e+00 1.003535967060229961e+00 4.277954641019471538e+00 9.267936953115114666e-06 1.000021203814512427e+00 9.778094853057869330e-04
4.994575728596743147e+00 1.004088318860997697e+00 2.350059788440031827e+00 9.478003213007706561e-07 1.000016799503953502e+00 6.819350920898544985e-03
4.988677924125659580e+00 1.005262195847658635e+00 4.142351907875866601e+00 2.656338516974812952e-05 1.000011456264797705e+00 1.320606945111074335e-02
4.991113313988142508e+00 1.007260191233655622e+00 4.201389595222456919e+00 4.697376814071377651e-04 4.999965064957912375e+00 6.034138025147583323e-04
6.850482195238886129e-01 1.319733961980477543e+00 1.000003678418373232e+00 8.382053144618633095e-06 1.000000295059695121e+00 2.726958587637254988e-02
3.721856406297955333e-01 1.640106298860305900e+00 1.000016984002733311e+00 8.079307092688031927e-07 1.000082795724859475e+00 2.855084887803845117e-03
3.676305934106800528e-03 2.003245196172683151e+00 2.057345854240751670e+00 2.904078416414715630e-05 1.000024680890705397e+00 1.595113472922970121e+00
4.992977139509712003e+00 9.992205294833262919e-01 4.379513091426554539e+00 9.267936953115114666e-06 1.000021306893933426e+00 7.594695569251859457e-03
1.065452252888069579e-02 1.995700672240732665e+00 3.181826911826140414e+00 7.071527768105255810e-04 1.000073258682591115e+00 1.833228539715441974e+00
6.292893350392565477e-01 1.374974429006406096e+00 1.000173554707029844e+00 9.977159720859569069e-05 1.000003572079711356e+00 1.381106033793222665e-01
4.982787903640219618e+00 1.003295748759583050e+00 3.390793312143919103e+00 2.390906833958829906e-05 4.999761322587616519e+00 1.863547265484500476e-02
4.491420702754686189e+00 8.595295332065220340e-01 1.000082634061513653e+00 2.713207477606337107e-04 1.000001712301573642e+00 3.892432254700350577e-05
7.511137257753346397e-01 1.257022927452869254e+00 1.000004171640381800e+00 1.140404173842417376e-06 1.000092335882431849e+00 3.619214700983897776e-02
4.996455981794250434e+00 1.002203688301303464e+00 2.805942143872886430e+00 3.055684009042777512e-05 1.000015665479719651e+00 1.024434870760052290e-04
4.991113313988142508e+00 1.007260191233655622e+00 4.038153818720298993e+00 4.697376814071377651e-04 4.999965064957912375e+00 6.034138025147583323e-04
4.988627226324187980e+00 1.009081075113702708e+00 3.825747178606983212e+00 7.539733857231089025e-05 1.000006641934598095e+00 2.561981619154578976e-02
5.766401269873399071e-01 1.452787784094192292e+00 1.000016204176640278e+00 5.207550130468353378e-05 1.000003367585688308e+00 1.817922949062803634e-02
1.383354528513164837e-02 1.995454498180084801e+00 3.160048251060146640e+00 7.071527768105255810e-04 1.000043569746243532e+00 1.341652052858789412e+00
4.921128210854812668e-01 1.518246540746454709e+00 1.000116780608875100e+00 1.729796628550538031e-05 1.000045666253954746e+00 1.678346661582254609e-02
4.118012854082935270e+00 7.332265181753991889e-01 1.000291651479855215e+00 2.276433665598504550e-05 1.000000047701570027e+00 1.329855084982988758e-03
4.815895849021575970e+00 9.556105007191825207e-01 1.003982073155487598e+00 2.849167619116839526e-05 1.000000102605979935e+00 1.221767272334156867e-03
4.529099605427670205e+00 8.789870946827781362e-01 1.000011288667862486e+00 5.725591075031235817e-06 1.000000422279607282e+00 2.050703506327229350e-03
4.993017001957221979e+00 1.003029000424642048e+00 4.764563341681817832e+00 6.450332224129944232e-05 1.000017453705601245e+00 2.376520959202071959e-04
4.097913800550835539e+00 7.083344468130814420e-01 1.000486348573522033e+00 7.191016204593329819e-06 1.000000557130669598e+00 1.644116304621795824e-04
4.470316464787627453e+00 8.582942200123205856e-01 1.000107305241195510e+00 2.865546083693354396e-06 1.000000575795674251e+00 7.873637623854734535e-04
4.843475173184957683e+00 1.002319854596464443e+00 1.000194133233748062e+00 2.394164681894897742e-05 1.000000900895668732e+00 3.226622522889063815e-05
4.899549438866790396e+00 1.023858634738722184e+00 1.000125837336402146e+00 1.627154090707693879e-06 1.000000802141081113e+00 6.392015908096002064e-03
4.971984088690448722e+00 9.936466253064087928e-01 1.000220241103685348e+00 1.365538265263465290e-05 1.000001421030295212e+00 5.769065459950978650e-03
