#Generation 1: X
3.634232915528496477e+00 7.394143048220178649e+00 4.109147224435814039e+00 6.675697253969068434e-01 4.276950374586054870e+00 2.039904296807945716e+00
5.927064683822081292e+00 5.077732827283099937e+00 4.864644776884922805e+00 3.361139967530033079e+00 3.527475122910835648e+00 8.269919421914613267e+00
2.086863114167817557e+00 3.233685696925968855e+00 1.728725669901481687e+00 3.783628310868574651e+00 1.782686842900901958e+00 3.431421195095150978e+00
7.263482688166393864e+00 3.121056309897384473e+00 1.948609249499407392e+00 3.609693292461570557e+00 3.772013496958458223e+00 4.356658389053500002e+00
9.943400426667943215e-01 9.524021919459622509e+00 4.418519412016232550e+00 2.032521799688245867e+00 4.943211949361566937e+00 8.785674521482773613e+00
3.474009433158650850e+00 8.290549093056684526e+00 3.224597512937258603e+00 2.536149285634077266e+00 2.462329715988237577e+00 8.456069366335478010e-01
8.471010165133234793e+00 8.792769279988974063e+00 4.784700293189912301e+00 2.828985018600502777e+00 3.641163179024959895e+00 9.784788548664005603e+00
4.043050877886026129e+00 6.733221163828062572e+00 2.374689641955829433e+00 5.748925424480441748e+00 1.010461999933680355e+00 3.559494319325181344e+00
5.170859956832685178e+00 7.242092413537503326e+00 4.394419316076729309e+00 1.115596809480412288e+00 3.569511907121577288e+00 3.866284459073300983e+00
4.869677466566199264e+00 1.945409387800378198e+00 1.310902129139096539e+00 4.750808651683048112e+00 1.517372533774498766e+00 4.058927815150454421e+00
7.718092921914681881e+00 5.367122806814055735e+00 4.608750071835249429e+00 5.203532161134142520e+00 1.683880282177897758e+00 9.497784658879425024e+00
1.857873059071805999e+00 9.865454779996747803e+00 2.927098388080447311e+00 4.179006221915252617e+00 3.750134851660005708e+00 1.667884126937011047e+00
3.527244204972649122e+00 6.367745983077170102e+00 1.636376609878976485e+00 1.163934081064916803e+00 1.571720156187031758e+00 3.274921271316091342e+00
9.914288276002697131e+00 5.464947514771872683e+00 1.573045074729580328e+00 3.768534916864695994e+00 2.776305423971290764e+00 6.494667289620368322e-01
3.863560759687621804e+00 5.666966781407118958e+00 2.658888692465063208e+00 6.224245867468537474e-01 3.490972201170771338e+00 9.800402422411153225e+00
2.189870111420345822e+00 2.153441808714753325e+00 2.430721523706032006e+00 4.314997706419856804e+00 3.055122340434059058e+00 5.300218138047863015e+00
3.345962473955987893e+00 8.684786700920891889e+00 4.479966746901109964e+00 4.537495533065366793e+00 3.684513012443555890e+00 3.707175715943980876e+00
6.994403868331891871e+00 7.805469888575881754e+00 2.569679492858998326e+00 1.439686943953651488e+00 3.858605837033636465e+00 6.554390156479175999e+00
7.358770277628082113e+00 6.856332480003166197e+00 4.265237716259752787e+00 1.001083518791683780e+00 2.818522712969408595e+00 6.471082784342660155e+00
3.754665950700246224e+00 1.651480156118804166e+00 2.607413370574515721e+00 4.433027609416964943e+00 4.083095852293217476e+00 4.125679089429608482e+00
9.826485552238345633e+00 7.020611725796871205e+00 1.476635077774468563e+00 2.689002100005458917e+00 1.545165245357679851e+00 3.013044479017356059e-01
6.861315374204580486e+00 4.088042140895359111e+00 4.158325277436484058e+00 3.122609817720704228e+00 2.739730351986931822e+00 5.597314471294618787e-01
